tenure_years,department,role_level,overtime_hours_monthly,absence_rate,leave_utilization_rate,months_since_promotion,salary_percentile_in_dept,job_satisfaction,attrited
0.62,Operations,4,16.2,0.05,0.6548,15.8,77.2,4,0
2.86,Sales,1,3.2,0.072,0.7187,43.9,50.4,3,1
1.48,Operations,2,13.3,0.1366,0.4533,20.1,76.4,2,1
0.49,HR,5,7.0,0.0922,0.7658,21.5,42.7,4,0
3.15,Marketing,1,3.4,0.0527,0.9517,50.4,44.9,4,1
0.12,Operations,3,3.3,0.0378,0.7384,60.0,60.1,3,1
6.55,Engineering,1,11.9,0.1063,0.498,43.8,75.7,3,1
4.01,Sales,2,12.9,0.0244,0.4935,3.4,9.1,4,1
13.81,Finance,1,4.0,0.0719,0.5692,11.9,48.4,2,0
2.16,Operations,2,7.0,0.0229,0.7071,0.9,1.3,4,1
8.82,Sales,3,11.0,0.1082,0.8,47.9,50.2,4,1
0.71,Sales,1,5.7,0.0475,0.6859,10.4,43.3,1,1
2.64,HR,1,29.6,0.1022,0.8056,20.3,6.2,4,1
2.63,Sales,1,12.0,0.0288,0.4667,0.6,35.5,3,0
4.06,Sales,1,8.0,0.0288,0.6645,6.6,28.2,5,0
10.18,Engineering,2,18.0,0.0934,0.7012,9.6,89.3,3,1
5.54,Marketing,5,12.7,0.0231,0.1432,18.3,43.8,2,1
0.27,Marketing,1,11.1,0.0464,0.5203,14.3,8.8,4,1
2.93,Engineering,2,12.2,0.1222,0.7313,23.1,40.0,3,1
1.35,Finance,2,15.0,0.0646,0.8568,5.0,64.2,5,0
0.48,Finance,1,5.2,0.078,0.7475,0.3,91.6,1,0
2.29,Finance,1,1.3,0.0376,0.4781,0.6,87.3,2,0
1.79,Operations,3,19.0,0.0558,0.4029,48.1,43.9,5,1
0.12,Finance,2,9.2,0.0634,0.5616,60.0,63.3,5,1
2.77,Marketing,3,6.1,0.0227,0.5988,13.3,96.7,1,0
0.35,Engineering,2,4.2,0.0628,0.4642,3.7,14.9,3,0
4.88,Engineering,2,3.8,0.0733,0.5263,5.7,88.3,5,0
1.05,Finance,4,10.0,0.0111,0.6413,2.2,84.7,3,0
3.14,Operations,4,8.6,0.0917,0.7122,6.9,91.5,5,0
0.66,HR,4,18.1,0.0248,0.4223,0.8,96.7,4,0
8.05,Finance,1,13.1,0.1489,0.3061,13.8,16.5,5,1
0.19,Sales,5,14.8,0.1312,0.4601,22.2,56.1,4,1
7.68,HR,3,17.5,0.0107,0.6616,19.4,16.6,5,0
0.69,Marketing,3,10.4,0.0079,0.2007,6.9,27.1,3,1
0.55,Finance,3,23.8,0.0128,0.5333,18.0,79.4,5,0
3.22,Engineering,5,5.0,0.0573,0.5956,8.0,87.9,3,0
2.77,Operations,2,17.2,0.0121,0.3083,3.2,45.7,1,1
11.07,Operations,3,1.3,0.0291,0.956,60.0,74.8,4,1
2.36,HR,3,1.4,0.0434,0.7057,41.6,20.5,2,1
0.82,HR,3,3.1,0.0264,0.6041,3.3,45.3,1,1
3.1,Finance,3,8.1,0.0238,0.6937,0.1,0.4,4,0
2.8,Marketing,1,1.2,0.0629,0.2499,6.7,77.9,4,0
2.8,HR,1,7.9,0.0363,0.2971,9.7,26.6,4,0
11.92,Engineering,2,6.4,0.0543,0.5987,30.9,3.4,2,1
1.04,Engineering,3,31.3,0.0357,0.7633,9.1,35.2,2,0
1.93,Marketing,3,2.4,0.0718,0.789,1.0,35.8,3,0
6.08,Marketing,3,9.7,0.0084,0.6801,7.1,72.0,4,0
3.71,Marketing,3,12.9,0.1283,0.8437,4.8,36.6,1,1
0.8,Engineering,2,22.8,0.0397,0.2719,9.2,30.1,5,1
4.9,Sales,1,14.5,0.0402,0.3246,4.1,0.8,5,1
0.64,HR,2,19.1,0.055,0.1494,25.8,78.2,5,1
3.8,Sales,4,10.7,0.0074,0.7054,5.2,7.3,3,1
6.79,HR,2,4.6,0.0848,0.5973,5.4,34.3,4,1
5.02,Finance,4,2.1,0.0523,0.731,9.5,24.6,4,0
0.05,Sales,5,15.5,0.0837,0.6982,2.9,95.5,4,0
2.49,Engineering,2,6.1,0.1189,0.3645,3.1,60.6,5,0
0.58,HR,3,0.9,0.0036,0.809,0.1,2.9,5,0
1.36,Marketing,2,6.6,0.0335,0.5844,35.1,67.6,3,1
4.83,Finance,2,8.5,0.0543,0.612,6.3,88.3,2,0
0.67,Sales,1,21.1,0.0114,0.4813,43.4,66.8,4,1
9.26,Sales,1,7.1,0.0008,0.4901,8.5,52.4,1,1
0.09,Finance,1,8.6,0.0618,0.8429,13.2,32.7,4,1
0.66,Sales,2,8.7,0.1154,0.4866,8.0,61.9,4,1
0.18,Operations,1,17.0,0.0205,0.5539,44.1,4.1,4,1
2.39,Operations,2,4.7,0.0563,0.1212,27.3,22.5,3,1
1.0,Engineering,2,11.7,0.067,0.6937,1.9,92.0,4,0
2.46,Operations,2,5.7,0.0572,0.5267,46.9,71.1,3,0
7.3,Engineering,4,20.8,0.0308,0.2012,24.4,9.5,3,1
3.42,HR,2,24.0,0.087,0.7196,45.6,67.1,4,1
0.17,Marketing,1,9.7,0.0345,0.7632,40.2,90.0,3,0
0.02,Sales,5,11.1,0.0167,0.2633,26.1,67.1,5,0
3.8,Sales,3,7.2,0.0275,0.904,5.7,59.1,3,0
0.36,Engineering,3,1.4,0.0736,0.6405,0.4,49.5,5,0
2.58,Marketing,3,8.7,0.0956,0.6752,23.8,59.1,5,0
8.43,Engineering,1,8.1,0.0394,0.7031,41.5,87.1,3,1
2.85,HR,3,6.5,0.0253,0.5242,60.0,31.6,1,0
4.57,HR,1,7.1,0.0079,0.6794,29.9,77.2,3,0
1.69,Operations,2,11.8,0.0178,0.7662,34.4,64.1,4,0
1.74,Operations,1,11.1,0.0803,0.7807,24.4,13.1,1,1
0.12,Marketing,3,7.3,0.0706,0.7207,22.2,23.9,5,0
0.56,Marketing,1,22.0,0.0095,0.5431,15.0,88.4,4,0
0.16,Finance,1,1.1,0.0633,0.6661,15.3,32.4,4,0
1.33,HR,1,4.9,0.0147,0.4865,60.0,40.9,4,0
3.88,Engineering,3,15.5,0.045,0.4843,34.1,33.3,4,0
0.48,Operations,1,1.7,0.0675,0.9446,5.5,55.6,1,1
6.29,HR,2,1.1,0.0577,0.5426,22.9,6.6,4,0
2.59,HR,1,4.8,0.0508,0.6579,0.9,44.2,4,0
3.17,Engineering,3,8.2,0.0321,0.5831,18.0,50.0,4,1
5.95,Sales,1,5.9,0.0204,0.1723,14.5,81.4,5,0
2.37,Finance,4,10.0,0.0046,0.4515,20.4,21.3,4,1
3.19,HR,1,1.2,0.067,0.8463,13.2,38.8,4,0
2.67,Finance,1,4.4,0.0346,0.4545,18.6,52.7,4,1
0.24,Sales,1,13.8,0.0726,0.6917,1.9,81.0,4,0
0.72,Engineering,1,11.8,0.0939,0.9635,32.4,70.2,5,1
5.53,Operations,2,5.2,0.1081,0.5632,60.0,4.5,4,1
12.06,HR,1,9.4,0.0253,0.4349,9.5,34.9,3,0
0.62,HR,4,8.1,0.0904,0.8295,8.6,21.7,4,0
1.83,Sales,2,8.3,0.0537,0.5867,60.0,12.3,5,1
1.05,Finance,1,10.6,0.0412,0.2764,0.3,27.5,2,0
3.64,Finance,2,25.0,0.1444,0.651,2.2,57.1,5,1
2.76,HR,1,25.4,0.02,0.2884,19.9,81.7,5,0
0.14,Operations,1,1.7,0.048,0.6797,3.1,88.5,3,0
12.04,Operations,1,7.0,0.0161,0.5923,49.1,33.6,5,1
9.02,Sales,1,3.0,0.0172,0.87,30.1,23.0,4,1
4.43,Finance,1,11.2,0.0584,0.8894,9.4,57.4,5,0
2.72,Operations,4,7.3,0.0118,0.7122,9.1,66.6,4,0
1.19,HR,3,17.4,0.0362,0.5234,2.3,55.3,4,0
1.77,Engineering,4,8.5,0.0323,0.6467,5.4,83.0,3,0
1.4,Engineering,1,22.7,0.0327,0.4676,22.2,39.6,3,0
1.79,Marketing,4,26.1,0.0095,0.6955,3.6,33.2,2,1
0.26,Operations,2,22.1,0.0131,0.4684,6.4,56.7,4,1
6.56,Engineering,1,0.8,0.0354,0.7219,19.4,66.0,1,0
3.0,Finance,3,10.5,0.0445,0.7381,31.0,33.4,5,0
2.01,HR,1,6.5,0.0363,0.882,19.7,25.4,3,0
4.23,Sales,2,7.3,0.0365,0.2696,29.6,96.7,4,1
4.28,Finance,3,15.5,0.0099,0.3578,46.5,70.8,5,0
0.1,Operations,2,6.8,0.0927,0.3857,1.7,61.3,3,1
0.6,Sales,2,9.0,0.0378,0.3405,1.8,28.5,1,1
2.3,Engineering,2,9.3,0.1159,0.6653,25.1,92.2,3,0
5.91,HR,1,1.1,0.035,0.579,5.3,52.9,5,0
6.18,Sales,5,6.0,0.0183,0.8354,13.6,27.0,5,0
1.3,Marketing,1,18.3,0.0866,0.8725,0.6,36.1,4,1
4.89,Finance,1,0.9,0.0777,0.6777,33.6,37.2,4,0
0.07,Engineering,1,12.8,0.0288,0.5368,38.1,3.4,3,1
4.15,HR,4,4.0,0.0514,0.422,49.9,40.9,4,1
2.08,Marketing,3,6.3,0.0025,0.726,60.0,26.1,4,1
1.12,HR,2,14.6,0.0199,0.7404,28.4,45.2,3,0
2.74,Finance,5,3.2,0.0619,0.8349,12.3,56.1,5,0
3.16,Sales,1,6.8,0.1465,0.6957,47.3,33.6,5,1
9.8,Sales,4,1.7,0.0081,0.6937,22.1,3.1,5,0
11.99,Engineering,1,11.6,0.0053,0.5903,7.2,92.8,3,0
1.96,Engineering,2,4.5,0.0683,0.6043,49.9,11.8,2,1
6.07,Engineering,1,2.2,0.0577,0.684,3.1,35.1,5,1
1.78,Finance,5,8.6,0.0212,0.5099,51.9,72.7,2,0
3.37,Engineering,4,1.6,0.0029,0.723,30.4,87.9,3,0
0.85,Finance,2,6.2,0.0674,0.6054,3.2,64.6,1,0
0.54,Operations,1,4.1,0.0636,0.7628,1.1,24.0,2,0
2.69,Marketing,1,10.0,0.0562,0.8162,51.9,66.3,3,1
1.37,Finance,2,10.2,0.0657,0.5328,8.4,40.2,1,1
1.21,Engineering,1,4.8,0.0414,0.6401,13.6,74.5,4,0
0.22,HR,1,22.3,0.0424,0.6002,16.7,39.5,3,1
0.47,Operations,3,17.6,0.0204,0.8394,29.5,8.8,3,1
3.84,HR,2,3.6,0.0297,0.5087,34.0,52.7,4,0
3.81,Marketing,4,35.7,0.034,0.5857,60.0,4.2,3,1
2.2,Marketing,2,14.1,0.0073,0.6592,4.2,62.3,1,1
2.99,Sales,1,10.8,0.0135,0.7108,5.2,31.7,4,1
0.18,Engineering,2,11.4,0.1163,0.6688,21.1,88.2,4,0
5.88,Engineering,1,2.7,0.0528,0.628,22.3,50.1,4,1
2.97,Sales,2,19.6,0.0214,0.2505,3.5,3.4,1,0
3.98,Sales,3,1.2,0.1266,0.7924,4.2,63.9,5,0
0.63,Finance,1,11.3,0.0079,0.8037,17.5,83.1,3,0
3.65,Finance,1,17.8,0.1827,0.1342,7.6,4.5,3,1
3.72,HR,4,3.9,0.0021,0.8556,17.6,74.5,2,0
1.38,Marketing,2,14.8,0.0234,0.3736,5.1,76.2,4,0
12.07,Marketing,2,9.2,0.0216,0.358,60.0,68.1,4,1
1.38,Marketing,3,15.5,0.0213,0.5949,5.2,49.0,5,0
7.7,Operations,2,17.3,0.033,0.4138,3.5,64.7,4,0
5.88,HR,1,23.7,0.0082,0.7849,16.8,49.0,3,1
8.13,Marketing,3,20.3,0.0609,0.5187,14.7,37.6,4,1
2.02,HR,4,1.4,0.0826,0.1395,32.4,5.0,3,1
0.75,Sales,1,3.7,0.0602,0.6287,18.2,49.6,5,0
0.63,Engineering,1,12.2,0.0249,0.4097,60.0,78.3,2,0
4.73,Engineering,3,17.4,0.0367,0.6753,34.0,5.1,3,1
2.6,Operations,2,3.2,0.0613,0.432,3.6,3.7,5,1
2.08,Sales,2,13.9,0.0345,0.8877,3.4,16.9,4,0
1.88,Operations,2,21.3,0.0499,0.354,2.1,29.5,3,1
0.14,Marketing,3,17.0,0.0113,0.7149,22.9,50.0,4,1
1.47,HR,2,13.8,0.0264,0.7468,22.0,82.9,1,0
8.9,Operations,1,8.1,0.0898,0.6865,3.2,3.0,1,0
3.4,Operations,1,7.8,0.0561,0.7146,8.8,78.2,3,0
0.83,Operations,2,31.9,0.1222,0.4291,48.5,71.4,5,1
6.12,HR,4,5.6,0.0171,0.3684,11.4,49.9,4,0
3.86,Sales,2,3.7,0.0672,0.3816,29.2,19.2,2,0
10.68,Engineering,2,2.2,0.0732,0.6956,2.8,8.5,4,0
1.14,Operations,4,13.2,0.0771,0.4793,54.2,15.8,5,1
0.85,Operations,2,11.9,0.0493,0.2057,14.0,33.3,4,1
7.68,Finance,2,8.7,0.0579,0.5345,15.8,53.1,3,0
1.81,Engineering,1,11.9,0.0444,0.7987,0.5,34.9,5,0
1.44,Marketing,3,15.5,0.0467,0.7486,15.6,55.9,5,0
4.1,Sales,3,7.2,0.053,0.7609,37.3,88.1,3,0
1.54,Finance,3,12.5,0.0335,0.3735,46.3,13.0,5,1
0.81,Finance,1,6.7,0.0418,0.6506,4.3,89.4,3,0
4.42,Engineering,2,12.8,0.0065,0.9033,18.1,19.4,2,1
2.88,Engineering,1,21.3,0.0182,0.1713,22.5,49.3,3,0
0.54,Engineering,5,16.6,0.0459,0.7333,4.3,73.4,5,1
4.25,Operations,1,26.5,0.0238,0.8937,9.0,69.7,4,1
0.57,Operations,2,5.6,0.0945,0.6179,1.4,75.8,5,0
0.16,HR,3,4.6,0.0408,0.876,10.2,71.4,4,0
3.44,HR,1,11.7,0.0387,0.5116,5.9,1.6,4,1
0.86,HR,2,5.8,0.1025,0.8515,1.9,49.6,5,0
3.02,HR,1,13.2,0.0351,0.5702,11.9,37.9,1,0
20.0,Finance,2,10.0,0.0116,0.8927,8.6,92.8,4,0
10.52,HR,5,3.7,0.03,0.6598,19.4,95.5,1,0
0.94,Finance,2,12.1,0.0209,0.6063,25.5,25.6,3,1
1.25,HR,5,4.0,0.0213,0.6961,6.3,71.2,3,0
4.15,Finance,1,22.4,0.0726,0.3606,9.6,23.7,4,1
0.02,Operations,2,7.3,0.0515,0.5464,29.2,74.9,5,0
3.04,Sales,4,4.5,0.0095,0.8348,2.0,29.9,2,0
1.08,Engineering,4,10.2,0.0572,0.3136,17.9,73.1,5,0
3.47,Finance,1,11.1,0.0466,0.7363,60.0,2.7,4,0
3.98,Engineering,3,5.5,0.0046,0.4859,15.9,70.3,4,0
3.8,Sales,4,5.2,0.0673,0.6911,4.4,42.1,4,0
0.17,Marketing,3,1.6,0.0246,0.9152,11.2,73.9,2,0
0.47,HR,2,16.0,0.0214,0.6117,30.5,9.2,1,1
7.16,Finance,1,22.0,0.0129,0.7269,1.0,86.8,2,0
0.53,Marketing,1,17.7,0.0901,0.4182,7.1,66.5,3,1
2.23,Engineering,2,4.4,0.0203,0.488,26.3,37.1,3,0
6.38,HR,2,11.9,0.1081,0.3771,1.1,34.2,2,0
0.08,Engineering,1,10.4,0.008,0.3568,16.3,29.5,4,0
0.75,HR,1,2.1,0.1034,0.967,11.7,58.9,4,1
3.78,Sales,2,5.4,0.1575,0.7233,8.4,3.9,4,1
0.46,Operations,2,11.2,0.0356,0.4093,27.4,71.2,1,1
2.82,Sales,2,0.9,0.0465,0.7843,12.8,78.7,4,0
6.26,Sales,2,3.2,0.089,0.7261,32.4,25.3,5,1
3.1,Engineering,1,14.7,0.0348,0.6349,13.3,14.0,5,0
6.87,Engineering,4,4.3,0.0824,0.6553,11.0,97.1,4,0
1.27,Sales,2,2.1,0.0484,0.5633,9.5,63.4,4,0
4.45,Sales,1,17.1,0.0292,0.3486,0.9,69.4,5,0
6.6,Marketing,2,4.3,0.0422,0.4211,17.0,63.2,2,0
1.12,Operations,2,14.8,0.0868,0.6364,19.8,24.9,1,1
6.58,Operations,2,26.1,0.0675,0.6527,53.2,80.2,4,1
0.35,Operations,2,3.1,0.0466,0.7023,8.2,48.1,3,1
2.99,Operations,2,7.5,0.1153,0.8431,3.1,26.3,2,1
0.59,HR,3,10.4,0.0788,0.804,60.0,59.3,5,1
4.27,HR,1,16.9,0.0587,0.8945,32.1,88.4,1,1
2.72,Finance,1,5.4,0.045,0.8618,0.6,77.6,4,0
3.92,Sales,1,0.4,0.0252,0.348,8.3,71.2,3,0
5.91,Finance,2,3.1,0.0548,0.3935,12.9,26.7,3,1
2.41,Operations,2,6.3,0.0113,0.5484,21.7,27.9,3,1
0.92,Sales,3,14.8,0.1411,0.8041,26.2,83.1,3,1
6.77,Marketing,1,7.6,0.0635,0.5128,27.2,80.0,2,0
9.66,Operations,2,14.1,0.1179,0.3669,6.2,86.1,4,0
6.87,Finance,1,6.2,0.1092,0.6254,60.0,94.9,4,0
0.51,HR,2,9.7,0.0191,0.3528,13.6,36.5,3,0
5.5,Sales,3,15.5,0.0596,0.8116,8.8,60.0,4,1
3.6,Sales,1,18.5,0.0106,0.5375,9.1,56.4,3,1
1.94,Sales,1,30.1,0.0446,0.56,3.4,30.4,2,1
0.44,Marketing,2,10.7,0.0238,0.8796,12.7,54.6,2,1
4.17,Finance,3,1.2,0.0154,0.3151,5.5,98.4,4,0
3.78,Sales,1,12.2,0.05,0.5928,28.2,93.6,4,0
0.95,Finance,4,1.1,0.0319,0.6237,4.5,51.9,2,0
1.7,Marketing,5,13.2,0.0159,0.5679,44.9,24.5,2,1
0.62,Engineering,3,9.4,0.1165,0.8515,9.8,83.5,4,0
9.31,Engineering,1,17.8,0.0543,0.3247,11.5,85.7,4,1
2.3,Operations,3,6.1,0.0782,0.6958,16.6,56.3,4,0
3.28,Marketing,1,9.8,0.008,0.7456,3.7,46.8,3,0
2.96,Finance,4,12.3,0.0222,0.8294,32.4,18.2,4,1
5.44,Operations,2,0.5,0.074,0.6079,15.6,33.0,2,0
3.68,Finance,1,11.9,0.0633,0.4915,0.1,1.5,4,1
1.04,Finance,1,4.5,0.0519,0.5536,6.3,43.9,2,1
2.19,Sales,3,11.0,0.0167,0.7053,0.9,12.8,3,1
1.3,Marketing,4,0.9,0.0177,0.4114,2.4,51.7,3,0
2.04,Marketing,2,13.7,0.0257,0.7848,2.2,24.8,4,0
3.83,Sales,2,12.9,0.1109,0.097,2.5,88.7,2,1
2.3,Marketing,3,17.3,0.0432,0.6421,4.1,12.3,3,1
3.22,Marketing,3,1.6,0.0414,0.5588,10.6,44.0,4,0
0.64,Engineering,3,29.5,0.0783,0.5159,9.8,13.9,4,1
2.41,Engineering,2,2.6,0.0152,0.5327,21.8,57.0,3,0
4.03,Finance,2,9.7,0.0253,0.2053,2.0,31.5,4,0
3.58,Finance,4,6.5,0.024,0.3873,6.1,10.5,5,0
1.8,Finance,1,7.8,0.0865,0.8594,60.0,60.0,4,1
0.81,HR,2,26.7,0.0706,0.2357,23.3,53.8,4,1
10.2,Operations,1,3.0,0.0301,0.9703,15.0,21.0,5,0
3.25,HR,2,23.9,0.0395,0.7471,8.1,96.7,5,0
2.38,Sales,3,15.1,0.121,0.4599,8.0,78.8,1,1
0.6,Engineering,1,8.5,0.0608,0.7811,60.0,61.7,3,1
4.64,Operations,2,8.4,0.0561,0.6004,18.9,94.3,4,1
3.01,Marketing,1,12.9,0.0327,0.4667,36.7,74.7,3,1
0.91,HR,4,6.1,0.0132,0.7273,27.3,48.3,2,0
0.04,Sales,3,7.1,0.0438,0.5197,3.5,96.3,5,0
2.57,Engineering,2,9.7,0.0539,0.3362,1.7,64.2,4,0
0.69,Engineering,3,22.1,0.0398,0.6545,0.0,13.6,2,1
1.78,Engineering,1,7.7,0.116,0.6288,22.9,9.9,2,1
4.05,Finance,3,1.4,0.1214,0.6866,5.2,9.2,4,0
3.96,Sales,3,10.0,0.0228,0.7011,3.9,35.5,3,0
0.28,Engineering,1,8.1,0.003,0.8601,6.4,0.8,3,1
1.43,Sales,5,4.9,0.0133,0.8095,25.5,55.9,5,0
7.64,Marketing,1,11.2,0.0091,0.6777,21.3,43.6,5,0
1.04,HR,2,5.1,0.0257,0.2522,43.0,36.4,3,1
1.57,Engineering,1,7.5,0.0135,0.8186,17.7,43.0,4,0
1.83,Marketing,3,9.7,0.0991,0.2532,15.7,42.4,3,1
0.01,HR,1,10.5,0.0591,0.7742,17.6,98.8,5,0
4.46,Sales,1,11.9,0.0435,0.4078,6.1,41.9,3,0
0.22,Marketing,2,13.2,0.0959,0.7939,24.5,92.2,2,0
1.08,Operations,5,9.6,0.0433,0.7387,27.3,85.4,3,0
0.83,Finance,1,1.8,0.0075,0.5292,8.2,42.8,3,1
2.94,Engineering,2,10.8,0.0504,0.5843,8.0,4.2,4,1
1.49,Sales,2,17.0,0.0787,0.7793,44.6,84.8,1,1
4.2,Finance,3,1.3,0.0292,0.5579,17.8,21.2,4,0
5.13,Operations,1,1.8,0.0448,0.2587,8.4,5.8,4,0
0.54,Operations,2,4.4,0.0923,0.8574,23.5,87.1,3,0
0.72,Operations,5,16.2,0.0413,0.638,10.1,65.8,3,0
3.19,Marketing,1,4.1,0.1,0.3442,55.8,17.8,3,1
5.52,Finance,2,16.4,0.1131,0.5597,5.6,28.9,4,1
10.67,Finance,4,10.3,0.0677,0.7411,3.0,74.6,2,0
0.82,Marketing,1,5.3,0.0076,0.7967,23.3,12.3,4,0
6.3,Marketing,2,46.8,0.022,0.6296,12.1,72.3,4,1
0.51,Finance,1,2.6,0.0602,0.2887,26.7,45.8,5,0
1.79,Engineering,3,8.8,0.0244,0.3967,39.0,83.7,5,0
5.64,Operations,4,3.7,0.0085,0.8716,7.9,64.3,3,1
0.91,Engineering,2,11.2,0.0118,0.4035,2.3,98.2,4,0
0.6,HR,2,3.8,0.076,0.7319,13.0,85.7,4,0
0.13,HR,2,5.9,0.0773,0.644,4.0,34.4,5,0
3.21,Operations,1,4.6,0.01,0.5791,12.1,48.2,1,1
2.9,Engineering,1,6.9,0.0243,0.5741,35.1,93.9,2,0
12.87,HR,1,16.9,0.0218,0.8294,9.9,15.2,3,0
2.29,HR,1,2.2,0.049,0.6164,7.2,41.7,3,0
0.69,Engineering,3,4.2,0.0099,0.5762,5.5,57.6,4,0
1.6,Sales,1,6.2,0.1137,0.8516,13.6,35.1,5,1
0.22,HR,1,7.2,0.0243,0.6843,9.9,9.4,3,1
3.77,Operations,2,21.1,0.0448,0.8748,1.2,20.6,3,1
4.47,HR,1,4.4,0.089,0.8868,0.4,43.3,4,0
0.86,Operations,1,16.3,0.0601,0.5978,54.2,87.2,1,0
1.04,Marketing,1,23.0,0.0523,0.3239,25.4,57.2,3,1
0.27,Marketing,1,7.5,0.0843,0.3167,10.9,29.8,1,0
0.28,Operations,2,3.4,0.0116,0.6453,3.7,16.8,2,1
1.93,Marketing,3,19.3,0.0063,0.7604,6.8,61.8,4,0
2.6,Marketing,4,15.4,0.0487,0.5822,7.6,18.1,4,0
0.04,Engineering,3,3.1,0.0749,0.3753,15.3,7.1,3,0
3.78,Marketing,2,25.4,0.0705,0.6154,35.7,3.3,4,1
1.18,Engineering,4,4.8,0.0711,0.5351,2.4,69.8,4,0
2.87,Marketing,2,7.5,0.0476,0.8165,38.6,88.6,3,1
2.69,Finance,2,13.6,0.1108,0.5171,33.1,53.0,4,1
5.39,Marketing,2,23.4,0.045,0.4896,48.2,27.9,3,1
6.86,Finance,1,10.7,0.0574,0.2481,4.2,20.4,2,1
6.65,HR,1,6.8,0.0884,0.6435,31.5,27.6,5,0
1.4,HR,1,6.0,0.0874,0.3441,6.6,30.5,5,0
3.32,Finance,3,6.8,0.0256,0.317,60.0,60.4,4,1
0.57,HR,1,35.2,0.0741,0.663,3.5,92.3,1,1
2.13,HR,3,11.8,0.0424,0.7615,12.4,22.4,3,0
1.25,HR,4,9.6,0.0074,0.6209,9.4,35.9,4,0
1.38,Finance,2,15.5,0.0442,0.6305,4.1,59.5,3,0
5.16,Sales,1,7.2,0.0372,0.793,4.6,44.3,2,0
8.09,Finance,2,22.5,0.0207,0.8113,3.4,11.7,4,0
1.42,Sales,1,12.5,0.0399,0.3356,1.8,15.7,5,1
5.76,Sales,5,6.7,0.0408,0.2932,4.6,57.9,3,0
1.98,HR,3,5.6,0.017,0.6728,10.9,60.9,5,0
1.07,Engineering,3,1.6,0.0283,0.5551,4.1,58.9,3,0
1.69,Finance,2,16.8,0.0116,0.5756,9.1,81.5,3,0
1.23,Marketing,3,2.2,0.0471,0.9014,9.1,19.2,5,0
0.54,Operations,3,21.7,0.0233,0.7282,18.1,45.1,1,1
0.16,Sales,1,4.1,0.0497,0.2346,4.8,46.6,4,0
0.1,Finance,1,4.6,0.0081,0.7873,24.0,21.5,3,0
4.37,Finance,1,29.5,0.0429,0.8569,8.7,71.0,1,1
2.85,Marketing,2,15.9,0.0639,0.5317,25.3,31.2,4,1
1.47,Finance,4,9.4,0.0226,0.4208,5.1,61.9,3,1
2.17,Marketing,2,27.7,0.0497,0.7342,8.4,42.1,4,0
14.94,Operations,2,8.1,0.0202,0.4856,11.7,24.0,4,0
1.91,Engineering,4,5.9,0.0731,0.3263,6.1,20.7,5,0
0.83,HR,1,10.1,0.1756,0.7202,9.6,49.2,1,1
4.17,Finance,1,17.6,0.0383,0.7251,12.3,24.0,3,1
0.44,Finance,4,2.7,0.0839,0.6523,7.1,67.4,4,0
3.05,HR,4,4.5,0.0282,0.771,10.4,61.7,5,0
1.88,Sales,3,3.5,0.0624,0.5478,57.4,79.0,5,0
2.73,Finance,1,3.0,0.0342,0.8399,18.1,13.3,3,0
1.13,Marketing,5,7.4,0.0236,0.5904,3.1,88.2,3,0
1.71,Engineering,3,2.9,0.0879,0.4589,8.1,52.3,3,1
4.84,Finance,3,1.3,0.0739,0.3377,2.8,65.1,4,0
0.3,Operations,1,4.4,0.1226,0.3257,21.0,97.9,1,1
5.47,Finance,2,4.2,0.0458,0.8904,17.8,51.9,5,0
6.21,Operations,3,12.0,0.019,0.5191,52.3,88.0,4,1
1.64,HR,4,16.6,0.0703,0.5162,60.0,32.5,3,1
4.31,Engineering,2,5.1,0.0615,0.579,15.3,83.0,4,0
3.38,Marketing,2,4.5,0.0303,0.5653,3.1,93.6,5,1
2.52,Sales,3,28.4,0.0436,0.5415,16.0,18.7,3,1
4.81,Engineering,2,16.2,0.0399,0.4734,4.4,49.8,2,0
1.48,Sales,2,11.1,0.0329,0.312,58.4,89.5,4,1
6.38,Operations,1,6.5,0.0859,0.6323,53.4,35.6,1,1
8.49,Marketing,1,15.9,0.0866,0.8733,29.5,69.6,3,1
3.32,Sales,3,3.2,0.0713,0.2398,60.0,10.2,2,1
0.73,Finance,1,16.4,0.0244,0.255,6.7,30.1,4,0
0.16,HR,1,12.5,0.0234,0.7701,30.0,65.9,5,0
1.74,Sales,4,14.2,0.0061,0.7848,9.1,44.2,5,0
0.23,Operations,3,9.5,0.0067,0.7659,26.2,65.8,2,1
1.61,Marketing,1,2.4,0.0253,0.6986,1.0,55.3,2,0
8.55,HR,1,3.3,0.0473,0.6034,30.2,92.9,5,0
4.94,HR,3,12.9,0.113,0.1559,11.4,12.0,4,0
0.27,Marketing,2,12.0,0.0201,0.8522,3.5,62.4,3,1
0.78,HR,2,5.5,0.0463,0.8177,6.7,45.6,4,0
3.86,HR,2,5.5,0.0894,0.575,0.4,92.7,4,1
10.67,HR,1,19.6,0.025,0.7992,36.3,85.7,4,0
4.56,HR,3,8.6,0.0192,0.8763,16.5,31.7,3,1
0.53,Finance,1,4.2,0.0302,0.9254,1.1,83.4,4,0
1.74,Engineering,2,21.8,0.0227,0.8086,6.5,57.5,1,1
5.46,HR,1,20.4,0.1088,0.6934,5.1,29.1,5,0
2.92,HR,1,8.6,0.0199,0.6197,15.3,9.1,5,0
1.59,Sales,1,10.0,0.0864,0.7607,4.2,16.7,5,0
